"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,8,0,0,1,1,2,2,0,0,1,1
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,0,0,1,1,3,0,0,1,1,0
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,7,0,1,1,0,0,0,0,0,1,4
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,33,23,4,3,0,2,1,0,0,0,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,1,1,1,1,2,0,0,1,0,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,11,3,0,0,1,0,1,3,0,1,2
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,9,0,1,0,0,0,1,4,1,1,1
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,15,5,2,4,0,0,2,1,0,1,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,6,0,0,1,0,0,3,0,0,1,1
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,20,6,0,3,0,4,1,1,0,3,2
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,0,0,0,0,0,3,1,2,1
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),20,0,0,0,2,2,5,1,4,6,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),9,0,1,0,0,0,1,1,0,2,4
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,7,1,1,1,0,1,1,2,0,0,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,13,2,1,0,0,1,1,1,0,3,4
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,11,0,1,0,2,4,0,2,2,0,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,9,2,1,0,0,0,3,0,2,1,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,13,0,1,2,0,1,1,2,1,2,3
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",130563,St Brendan's Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,16,4,2,0,0,1,0,2,1,0,6
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,22,4,2,2,3,1,4,4,0,1,1
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,39,9,0,1,4,7,9,5,1,0,3
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,47,7,1,4,6,3,13,5,1,6,1
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,16,0,0,2,1,2,3,1,4,1,2
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,37,12,2,1,3,2,5,2,4,4,2
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Horses / Ponies Keeping,13,10,1,0,0,0,1,0,0,1,0
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,7,1,0,0,1,0,0,0,1,1,3
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,20,2,1,1,2,7,1,3,2,1,0
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),27,2,2,4,3,2,5,5,3,1,0
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),13,0,3,3,1,1,3,0,0,0,2
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,19,4,0,1,0,3,3,0,1,1,6
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,45,10,1,1,2,0,0,7,1,10,13
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,32,3,2,2,5,6,3,2,4,4,1
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,14,3,0,1,0,2,3,1,1,2,1
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,28,2,1,3,4,5,3,7,0,0,3
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,13,2,0,1,1,3,3,1,1,1,0
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Aerospace Engineering,16,2,0,0,1,2,2,5,3,1,0
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,19,1,1,2,2,2,2,1,1,3,4
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,27,3,1,1,1,3,1,0,8,4,5
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,16,1,2,1,4,2,1,0,3,1,1
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,0,0,0,0,1,3,0,1,2
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,22,1,1,2,2,1,2,7,2,2,2
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,27,3,1,3,5,5,2,1,0,3,4
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,6,0,0,0,0,0,3,0,2,0,1
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Health Studies,22,7,4,2,1,2,1,3,0,1,1
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,19,2,2,3,8,2,2,0,0,0,0
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,7,0,0,2,5,0,0,0,0,0,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,12,0,0,0,0,0,1,3,3,3,2
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,36,3,2,2,2,3,5,5,7,4,3
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,40,0,0,2,0,3,2,4,4,9,16
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,54,32,6,2,3,5,2,1,1,0,2
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Maintenance Engineering,10,1,0,0,1,0,0,2,0,1,5
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Mechanical Engineering (General),19,3,0,0,3,2,2,2,2,3,2
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,26,2,1,2,0,1,3,3,3,6,5
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),19,0,1,1,1,2,1,5,4,4,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,36,6,6,6,1,7,8,1,1,0,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,28,9,5,3,2,4,3,2,0,0,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,7,1,0,0,1,0,1,2,0,0,2
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,9,0,3,2,0,1,0,0,0,2,1
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Art & Design,48,22,5,7,3,4,3,2,1,0,1
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,35,5,4,8,2,3,6,3,2,1,1
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Fine Art,23,9,1,4,0,4,0,3,2,0,0
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Graphic Design,15,8,2,1,1,1,1,0,0,0,1
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Interactive Video,23,5,3,1,1,3,2,2,3,1,2
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Photography,24,2,2,1,3,3,4,2,3,3,1
Middlesbrough,130571,Cleveland College of Art and Design,"Art, Design and Performing Art College",Pearson BTEC Level 3 Extended Diploma,Three Dimensional Design (3D Design),12,8,2,1,1,0,0,0,0,0,0
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,6,0,0,0,0,2,0,1,1,1,1
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),10,0,0,0,1,1,1,0,0,0,7
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,31,0,1,0,0,1,2,0,2,4,21
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,17,2,3,0,3,1,2,3,1,1,1
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,14,0,3,0,0,1,0,1,0,1,8
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,10,0,0,0,1,0,4,1,1,3,0
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,12,3,0,0,0,1,2,0,2,3,1
Redcar and Cleveland,130575,Prior Pursglove College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Sports Studies,12,2,0,1,2,2,3,0,1,0,1
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,10,2,3,2,1,1,0,1,0,0,0
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,6,3,0,1,0,1,0,1,0,0,0
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,8,0,0,1,1,0,1,1,0,1,3
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,24,4,0,0,0,3,5,2,4,4,2
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,17,2,1,0,3,1,4,1,1,1,3
Stockton-on-Tees,130577,Stockton Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,13,10,0,1,0,2,0,0,0,0,0
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,11,1,0,3,2,0,4,1,0,0,0
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,12,3,1,1,1,3,1,2,0,0,0
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,14,0,0,1,0,4,1,2,0,2,4
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,19,4,0,2,0,3,2,3,0,1,4
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,14,4,0,0,2,1,1,1,1,1,3
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,16,0,0,0,3,0,3,1,3,3,3
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),10,0,0,0,0,0,1,1,1,4,3
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,14,0,0,0,2,3,5,3,1,0,0
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,11,0,0,0,2,0,1,0,3,1,4
