"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,
,,,,,,,Grade achieved,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Distinction *,Distinction,Merit,Pass,No results
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Award in Self Tanning (QCF),Beauty Therapy,8,0,0,0,8,0
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Diploma in Beauty Therapy Techniques (QCF),Beauty Therapy,13,0,0,0,13,0
Hampshire,130693,Fareham College,General Further Education College,Pearson Edexcel Level 3 Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,14,0,0,0,14,0
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Diploma In Advanced Professional Cookery (Kitchen and Larder) (QCF),Food Preparation (General),7,0,0,0,7,0
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Diploma In Food and Beverage Service Supervision (QCF),Food Service,3,Supp,Supp,Supp,Supp,Supp
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,9,0,0,0,9,0
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Award in Body Massage (QCF),Massage Techniques (Personal Health),10,0,0,0,10,0
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Award in Indian Head Massage (QCF),Massage Techniques (Personal Health),8,0,0,0,8,0
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Award in Stone Therapy (QCF),Massage Techniques (Personal Health),6,0,0,0,6,0
Hampshire,130693,Fareham College,General Further Education College,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,15,0,0,0,15,0
Hampshire,130693,Fareham College,General Further Education College,CMI Level 3 Award in First Line Management (QCF),Supervisory Skills,1,Supp,Supp,Supp,Supp,Supp
Hampshire,130693,Fareham College,General Further Education College,City & Guilds Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (QCF),Vehicle Maintenance / Repair,6,0,0,0,6,0
Hampshire,130693,Fareham College,General Further Education College,IMIAL Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (QCF),Vehicle Maintenance / Repair,2,Supp,Supp,Supp,Supp,Supp
Hampshire,130693,Fareham College,General Further Education College,"IMIAL Level 3 Diploma in Vehicle Accident Repair Mechanical, Electrical and Trim (MET) Principles (QCF)",Vehicle Maintenance / Repair,8,0,0,0,8,0
Hampshire,130695,The South Downs College,General Further Education College,ABC Level 3 Certificate in Practical Animal Care Skills (QCF),Animal Care (Non-Agricultural),1,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,NCFE Level 3 Diploma for Entry to the Uniformed Services (QCF),Armed Forces,16,0,0,0,16,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Award In Creative Techniques (QCF),Art Techniques/Practical Art,27,0,0,0,27,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma in Professional Patisserie and Confectionery (QCF),Baking / Confectionery,10,0,0,0,10,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma in Hair and Media Make-up (QCF),Beauty Care / Services,2,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma in Beauty Therapy Techniques (QCF),Beauty Therapy,20,0,0,0,20,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,3,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,ASDAN Level 3 Certificate in Community Volunteering (QCF),Community Work,12,0,0,0,12,0
Hampshire,130695,The South Downs College,General Further Education College,HABC  Level 3 Award In First Aid at Work (QCF),First Aid,3,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,VTCT Level 3 Award in First Aid at Work (QCF),First Aid,9,0,0,0,9,0
Hampshire,130695,The South Downs College,General Further Education College,CYQ Level 3 Award in Instructing Outdoor Fitness (QCF),Fitness Trainer Training,5,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Award in Supervising Food Safety in Catering (QCF),Food Hygiene,10,0,0,0,10,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma In Advanced Professional Cookery (Kitchen and Larder) (QCF),Food Preparation (General),14,0,0,0,14,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma In Food and Beverage Service Supervision (QCF),Food Service,6,0,0,0,6,0
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma in Women's Hairdressing (QCF),Hairdressing Services,14,0,0,0,14,0
Hampshire,130695,The South Downs College,General Further Education College,VTCT Level 3 Award in Creative Hairdressing Design Skills (QCF),Hairdressing Services,13,0,0,0,13,0
Hampshire,130695,The South Downs College,General Further Education College,VTCT Level 3 Certificate in Barbering (QCF),Hairdressing Services,14,0,0,0,14,0
Hampshire,130695,The South Downs College,General Further Education College,VTCT Level 3 Award in Camouflage Make-Up (QCF),Makeup,13,0,0,0,13,0
Hampshire,130695,The South Downs College,General Further Education College,1st4sport Level 3 Certificate in Coaching Tennis (QCF),Sports Coaching,1,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,CYQ Level 3 Award in Sports Conditioning (QCF),Sports Coaching,4,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,Active IQ Level 3 Certificate in Personal Training (QCF),Sports Fitness / Body Training,1,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,CYQ Level 3 Certificate in Personal Training (QCF),Sports Fitness / Body Training,5,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,Sports Leaders UK Level 3 Certificate in Basic Expedition Leadership (QCF),Sports Leadership,6,0,0,0,6,0
Hampshire,130695,The South Downs College,General Further Education College,VTCT Level 3 Award in Taping and Strapping for Sport and Active Leisure (QCF),Sports Physiotherapy,15,0,0,0,15,0
Hampshire,130695,The South Downs College,General Further Education College,VTCT Level 3 Diploma in the Prevention and Management of Sports Injuries (QCF),Sports Physiotherapy,6,0,0,0,6,0
Hampshire,130695,The South Downs College,General Further Education College,"VTCT Level 3 Diploma in Theatrical, Special Effects and Hair and Media Make-Up (QCF)",Theatrical Makeup,1,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,City & Guilds Level 3 Diploma In Travel and Tourism (QCF),Tourism,5,Supp,Supp,Supp,Supp,Supp
Hampshire,130695,The South Downs College,General Further Education College,ABC Level 3 Award in Web and Multimedia (QCF),WebSite Development,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,NCFE Level 3 Diploma for Entry to the Uniformed Services (QCF),Armed Forces,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Award in Micro Dermabrasion (QCF),Beauty Care / Services,8,0,0,0,8,0
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Award in Self Tanning (QCF),Beauty Therapy,8,0,0,0,8,0
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Diploma in Beauty Therapy Techniques (QCF),Beauty Therapy,8,0,0,0,8,0
Southampton,130696,Southampton City College,General Further Education College,Cskills Awards Level 3 Diploma in Bricklaying (Construction) (QCF),Brickwork/Masonry,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,Cskills Awards Level 3 NVQ Diploma in Trowel Occupations (Construction) (QCF),Brickwork/Masonry,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,Cskills Awards Level 3 Diploma in Site Carpentry (Construction) (QCF),Construction Carpentry / Shopfitting / Erection,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,Cskills Awards Level 3 NVQ Diploma in Wood Occupations (Construction) (QCF),Construction Carpentry / Shopfitting / Erection,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Certificate in Customer Service (QCF),Customer Care,6,0,0,0,6,0
Southampton,130696,Southampton City College,General Further Education College,HABC Level 3 Award in Supervising Food Safety in Catering (QCF),Food Hygiene,13,0,0,0,12,1
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Professional Cookery (Preparation and Cooking) (QCF),Food Preparation (General),6,0,0,0,6,0
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Diploma In Food and Beverage Service Supervision (QCF),Food Service,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Award in Bridal Hair Styling (QCF),Hairdressing Services,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Diploma in Women's Hairdressing (QCF),Hairdressing Services,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,"City & Guilds Level 3 Diploma in Marine Construction, Systems Engineering and Maintenance (QCF)",Marine Engineering,5,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,EAL Level 3 NVQ Diploma in Marine Engineering (QCF),Marine Engineering,2,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,Cskills Awards Level 3 Diploma in Painting and Decorating (Construction) (QCF),Painting & Decorating,2,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,Active IQ Level 3 Certificate in Personal Training (QCF),Sports Fitness / Body Training,1,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,Cskills Awards Level 3 NVQ Diploma in Decorative Finishing - Painting and Decorating (Construction) (QCF),Surface Finishing,2,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Diploma In Travel and Tourism (QCF),Tourism,4,Supp,Supp,Supp,Supp,Supp
Southampton,130696,Southampton City College,General Further Education College,City & Guilds Level 3 Extended Diploma in Travel and Tourism (QCF),Tourism,3,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 Award in Computerised Accounts (QCF),Accounting,1,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Professional Cookery (Patisserie and Confectionery) (QCF),Baking / Confectionery,7,0,0,0,7,0
Portsmouth,130697,Highbury College,General Further Education College,VTCT Level 3 Certificate in Micro Dermabrasion Treatments (QCF),Beauty Care / Services,1,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,Cskills Awards Level 3 Diploma in Site Carpentry (Construction) (QCF),Construction Carpentry / Shopfitting / Erection,8,0,0,0,8,0
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 Diploma In Electrical Installations (Buildings and Structures) (QCF),Electrical installation (Buildings / Construction),9,0,0,0,9,0
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 Award In Requirements for Electrical Installation BS7671:June 2008 (2011) (QCF),Energy Engineering,2,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,"VTCT Level 3 Diploma in Exercise, Health and Fitness Studies (QCF)",Fitness Trainer Training,2,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 Diploma In Advanced Professional Cookery (Kitchen and Larder) (QCF),Food Preparation (General),6,0,0,0,6,0
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Professional Cookery  (QCF),Food Preparation (General),1,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,VTCT Level 3 Diploma in Women's Hairdressing (QCF),Hairdressing Services,5,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,BPEC Level 3 Diploma In Plumbing Foundation (QCF),Heating / Ventilation Engineering,16,0,0,0,16,0
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 Award In Hospitality Supervision and Leadership Principles (QCF),Hospitality Management,1,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,City & Guilds Level 3 NVQ Diploma in Hospitality Supervision and Leadership (QCF),Hospitality Management,1,Supp,Supp,Supp,Supp,Supp
Portsmouth,130697,Highbury College,General Further Education College,VTCT Level 3 Diploma in Massage Therapy (QCF),Massage Techniques (Personal Health),33,0,0,0,33,0
Portsmouth,130697,Highbury College,General Further Education College,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,7,0,0,0,7,0
Portsmouth,130697,Highbury College,General Further Education College,IMIAL Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (QCF),Vehicle Maintenance / Repair,13,0,0,0,13,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,City & Guilds  Level 3 Diploma in Agriculture (QCF),Agriculture (General),8,0,0,2,6,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,City & Guilds  Level 3 Extended Diploma in Agriculture (QCF),Agriculture (General),17,0,1,5,11,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,City & Guilds  Level 3 Subsidiary Diploma in Agriculture (QCF),Agriculture (General),35,0,1,15,19,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,ABC Level 3 Award in Practical Animal Care Skills (QCF),Animal Care (Non-Agricultural),39,0,0,0,39,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,ABC Level 3 Certificate in Practical Animal Care Skills (QCF),Animal Care (Non-Agricultural),116,0,0,0,116,0
Hampshire,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,City & Guilds  Level 3 Certificate in Animal Management (QCF),Animal Husbandry: Specific Animals,2,Supp,Supp,Supp,Supp,Supp
