Information on the schools and colleges which are eligible to be included in the 2014 performance tables underlying data,,,,,,,,
,,,,,,,,
NA: not applicable,,,,,,,,
Local Authority number,Local Authority name,LAESTAB: local authority establishment number,URN: Unique Reference Number,School or college name,Institution Type,Admissions policy (state-funded institutions only),Gender of Sixth Form,Number of students at the end of KS5
803,South Gloucestershire,8036908,135944,The Ridings Federation Winterbourne International Academy,Academy sponsor led,COMP,MIXED,162
803,South Gloucestershire,8034003,137106,King's Oak Academy,Academy sponsor led,COMP,MIXED,49
803,South Gloucestershire,8034104,137753,Bradley Stoke Community School,Academy - converter mainstream,COMP,MIXED,85
803,South Gloucestershire,8034000,139067,Abbeywood Community School,Academy sponsor led,COMP,MIXED,46
803,South Gloucestershire,8038000,139238,South Gloucestershire and Stroud College,General Further Education College,NA,MIXED,886
803,South Gloucestershire,8034148,139345,Downend School,Academy - converter mainstream,COMP,MIXED,63
803,South Gloucestershire,8034120,139348,The Castle School,Academy - converter mainstream,COMP,MIXED,159
803,South Gloucestershire,8034001,139669,Bristol Technology and Engineering Academy,Free school – UTC,COMP,BOYS,0
805,Hartlepool,8054603,111756,The English Martyrs School and Sixth Form College,Voluntary aided school,COMP,MIXED,130
805,Hartlepool,8058000,130567,Hartlepool College of Further Education,General Further Education College,NA,MIXED,383
805,Hartlepool,8058600,130568,Hartlepool Sixth Form College,Sixth Form College,NA,MIXED,369
806,Middlesbrough,8068007,130570,Middlesbrough College,Tertiary College,NA,MIXED,931
806,Middlesbrough,8068150,130571,Cleveland College of Art and Design,"Art, Design and Performing Arts College",NA,MIXED,247
806,Middlesbrough,8066907,130908,Macmillan Academy,Academy sponsor led,COMP,MIXED,147
806,Middlesbrough,8066906,134223,The King's Academy,Academy sponsor led,COMP,MIXED,48
806,Middlesbrough,8066001,134848,Focus School - Middlesbrough Campus,Independent,,MIXED,5
806,Middlesbrough,8064702,135606,Trinity Catholic College,Voluntary aided school,COMP,MIXED,85
807,Redcar and Cleveland,8078005,130573,Redcar & Cleveland College,General Further Education College,NA,MIXED,225
807,Redcar and Cleveland,8078606,130575,Prior Pursglove College,Sixth Form College,NA,MIXED,477
807,Redcar and Cleveland,8076905,136139,Freebrough Academy,Academy sponsor led,COMP,MIXED,5
807,Redcar and Cleveland,8074002,137709,Gillbrook Academy,Academy sponsor led,COMP,MIXED,2
807,Redcar and Cleveland,8074001,137816,Eston Park Academy,Academy - converter mainstream,COMP,MIXED,45
807,Redcar and Cleveland,8074121,138845,Nunthorpe Academy,Academy - converter mainstream,COMP,MIXED,74
808,Stockton-on-Tees,8084008,111727,Egglescliffe School,Community school,COMP,MIXED,119
808,Stockton-on-Tees,8086001,111768,Teesside High School,Independent,,MIXED,22
808,Stockton-on-Tees,8086002,111769,Yarm School,Independent,,MIXED,107
808,Stockton-on-Tees,8088004,130576,Stockton Riverside College,General Further Education College,NA,MIXED,449
808,Stockton-on-Tees,8088604,130577,Stockton Sixth Form College,Sixth Form College,NA,MIXED,284
808,Stockton-on-Tees,8084023,139318,Conyers School,Academy - converter mainstream,COMP,MIXED,99
810,"Kingston upon Hull, City of",8104626,118117,St Mary's College,Voluntary aided school,COMP,MIXED,128
810,"Kingston upon Hull, City of",8106001,118131,Hymers College,Independent,,MIXED,99
810,"Kingston upon Hull, City of",8108001,130579,Hull College,General Further Education College,NA,MIXED,483
810,"Kingston upon Hull, City of",8108600,130580,Wilberforce College,Sixth Form College,NA,MIXED,556
810,"Kingston upon Hull, City of",8108601,130581,Wyke Sixth Form College,Sixth Form College,NA,MIXED,532
810,"Kingston upon Hull, City of",8106905,135598,Archbishop Sentamu Academy,Academy sponsor led,COMP,MIXED,39
810,"Kingston upon Hull, City of",8106906,135945,Sirius Academy,Academy sponsor led,COMP,MIXED,69
811,East Riding of Yorkshire,8114050,118072,Beverley High School,Community school,COMP,GIRLS,62
811,East Riding of Yorkshire,8114051,118073,Longcroft School,Community school,COMP,MIXED,67
811,East Riding of Yorkshire,8114054,118075,Withernsea High School Specialising In Humanities,Community school,COMP,MIXED,23
811,East Riding of Yorkshire,8114057,118078,Driffield School and Sixth Form,Community school,COMP,MIXED,103
811,East Riding of Yorkshire,8114059,118080,South Holderness Technology College,Community school,COMP,MIXED,65
811,East Riding of Yorkshire,8114060,118081,Woldgate College,Community school,COMP,MIXED,68
811,East Riding of Yorkshire,8114061,118082,Hornsea School and Language College,Community school,COMP,MIXED,79
811,East Riding of Yorkshire,8114062,118083,Wolfreton School,Community school,COMP,MIXED,106
811,East Riding of Yorkshire,8114064,118085,Headlands School and Community Science College,Community school,COMP,MIXED,51
811,East Riding of Yorkshire,8114500,118111,Bridlington School Sports College,Voluntary controlled school,COMP,MIXED,36
811,East Riding of Yorkshire,8116000,118126,Hull Collegiate School,Independent,,MIXED,48
811,East Riding of Yorkshire,8116003,118132,Pocklington School,Independent,,MIXED,100
811,East Riding of Yorkshire,8118006,130582,East Riding College,General Further Education College,NA,MIXED,216
811,East Riding of Yorkshire,8118300,130584,Bishop Burton College,Agriculture and Horticulture College,NA,MIXED,456
811,East Riding of Yorkshire,8116007,134589,Focus School - Cottingham Campus,Independent,,MIXED,6
811,East Riding of Yorkshire,8114900,134821,Beverley Joint Sixth,,,,127
811,East Riding of Yorkshire,8114056,136667,South Hunsley School and Sixth Form College,Academy - converter mainstream,COMP,MIXED,161
811,East Riding of Yorkshire,8114058,136921,Cottingham High School and Sixth Form College,Academy - converter mainstream,COMP,MIXED,85
811,East Riding of Yorkshire,8114625,136995,Beverley Grammar School,Academy - converter mainstream,COMP,BOYS,65
811,East Riding of Yorkshire,8114053,137306,Hessle High School and Sixth Form College,Academy - converter mainstream,COMP,MIXED,80
811,East Riding of Yorkshire,8114007,137316,Goole High School,Academy - converter mainstream,COMP,MIXED,26
811,East Riding of Yorkshire,8114000,139833,Create Studio,Free school –studio school,COMP,MIXED,0
812,North East Lincolnshire,8126000,118124,St James' School,Independent,,MIXED,11
812,North East Lincolnshire,8128005,130585,Grimsby Institute of Further and Higher Education,General Further Education College,NA,MIXED,553
812,North East Lincolnshire,8128602,130586,Franklin College,Sixth Form College,NA,MIXED,522
812,North East Lincolnshire,8126905,135176,Oasis Academy Immingham,Academy sponsor led,COMP,MIXED,37
812,North East Lincolnshire,8126907,135294,Havelock Academy,Academy sponsor led,COMP,MIXED,50
812,North East Lincolnshire,8124078,136268,Tollbar Academy,Academy - converter mainstream,COMP,MIXED,141
813,North Lincolnshire,8134491,118109,Baysgarth School,Community school,COMP,MIXED,24
813,North Lincolnshire,8134501,118112,"Sir John Nelthorpe School - A Specialist Technology College for Science, Mathematics and Computing",Voluntary controlled school,COMP,MIXED,25
813,North Lincolnshire,8138010,130587,North Lindsey College,General Further Education College,NA,MIXED,348
813,North Lincolnshire,8138603,130588,John Leggott Sixth Form College,Sixth Form College,NA,MIXED,777
813,North Lincolnshire,8134091,137453,The Vale Academy,Academy - converter mainstream,COMP,MIXED,33
815,North Yorkshire,8154005,121664,Easingwold School,Community school,COMP,MIXED,62
815,North Yorkshire,8154035,121666,Thirsk School & Sixth Form College,Community school,COMP,MIXED,76
815,North Yorkshire,8154039,121667,Caedmon College Whitby,Community school,COMP,MIXED,96
815,North Yorkshire,8154047,121669,Stokesley School,Community school,COMP,MIXED,90
815,North Yorkshire,8154054,121671,Lady Lumley's School,Community school,COMP,MIXED,101
815,North Yorkshire,8154075,121679,The Wensleydale School & Sixth Form,Community school,COMP,MIXED,33
815,North Yorkshire,8154076,121680,Richmond School,Community school,COMP,MIXED,151
815,North Yorkshire,8154077,121681,Malton School,Community school,COMP,MIXED,46
815,North Yorkshire,8154202,121687,King James's School,Community school,COMP,MIXED,128
815,North Yorkshire,8154205,121689,Settle College,Community school,COMP,MIXED,49
815,North Yorkshire,8154211,121693,Tadcaster Grammar School,Community school,COMP,MIXED,118
815,North Yorkshire,8154215,121694,Ripon Grammar School,Community school,SEL,MIXED,131
815,North Yorkshire,8154216,121695,Sherburn High School,Community school,COMP,MIXED,22
815,North Yorkshire,8154221,121699,Boroughbridge High School,Community school,COMP,MIXED,47
815,North Yorkshire,8154503,121710,Northallerton College,Voluntary controlled school,COMP,MIXED,107
815,North Yorkshire,8154608,121716,Ermysted's Grammar School,Voluntary aided school,SEL,BOYS,116
815,North Yorkshire,8154609,121717,St John Fisher Catholic High School,Voluntary aided school,COMP,MIXED,532
815,North Yorkshire,8156002,121730,Scarborough College,Independent,,MIXED,22
815,North Yorkshire,8156004,121733,Fyling Hall School,Independent,,MIXED,19
815,North Yorkshire,8156006,121735,Ampleforth College,Independent,,MIXED,136
815,North Yorkshire,8156011,121740,Giggleswick School,Independent,,MIXED,54
815,North Yorkshire,8156012,121741,Harrogate Ladies' College,Independent,,GIRLS,75
815,North Yorkshire,8156014,121743,Queen Ethelburga's College,Independent,,MIXED,84
815,North Yorkshire,8156019,121748,Read School,Independent,,MIXED,11
815,North Yorkshire,8156035,121749,Queen Margaret's School,Independent,,GIRLS,60
815,North Yorkshire,8156028,121758,Ashville College,Independent,,MIXED,63
815,North Yorkshire,8158005,130591,Craven College,General Further Education College,NA,MIXED,412
815,North Yorkshire,8158010,130592,Selby College,Tertiary College,NA,MIXED,365
815,North Yorkshire,8158600,130593,Scarborough Sixth Form College,Sixth Form College,NA,MIXED,349
815,North Yorkshire,8156037,131124,The Faculty of Queen Ethelburga's,Independent,,MIXED,74
815,North Yorkshire,8154900,132913,St Aidans and St John Fisher Associated Sixth Form,,,,532
815,North Yorkshire,8154200,136497,Harrogate Grammar School,Academy - converter mainstream,COMP,MIXED,265
815,North Yorkshire,8154518,136664,Skipton Girls' High School,Academy - converter mainstream,SEL,GIRLS,118
815,North Yorkshire,8154152,136728,Norton College,Academy - converter mainstream,COMP,MIXED,77
815,North Yorkshire,8154210,136736,South Craven School,Academy - converter mainstream,COMP,MIXED,153
815,North Yorkshire,8154217,136896,Rossett School,Academy - converter mainstream,COMP,MIXED,101
815,North Yorkshire,8154611,137139,St Aidan's Church of England High School,Academy - converter mainstream,COMP,MIXED,532
815,North Yorkshire,8154203,137412,Outwood Academy Ripon,Academy - converter mainstream,MOD,MIXED,28
815,North Yorkshire,8154219,138190,Harrogate High School,Academy - converter mainstream,COMP,MIXED,60
816,York,8164063,121673,Huntington School,Community school,COMP,MIXED,132
816,York,8164153,121684,Fulford School,Community school,COMP,MIXED,142
816,York,8164508,121711,Joseph Rowntree School,Voluntary controlled school,COMP,MIXED,89
816,York,8164702,121720,All Saints RC School,Voluntary aided school,COMP,MIXED,147
816,York,8166000,121722,Bootham School,Independent,,MIXED,74
816,York,8166002,121724,St Peter's School (Inc St Olaves and Clifton Pre-Prep),Independent,,MIXED,120
816,York,8166003,121726,The Mount School,Independent,,GIRLS,32
816,York,8168002,130594,York College,General Further Education College,NA,MIXED,1151
816,York,8168300,130595,Askham Bryan College,Agriculture and Horticulture College,NA,MIXED,394
816,York,8164500,136617,"Archbishop Holgate's School, A Church of England Academy",Academy - converter mainstream,COMP,MIXED,87
821,Luton,8214606,109699,Cardinal Newman Catholic School A Specialist Science College,Voluntary aided school,COMP,MIXED,90
821,Luton,8218006,130599,Barnfield College,General Further Education College,NA,MIXED,160
821,Luton,8218600,130600,Luton Sixth Form College,Sixth Form College,NA,MIXED,1141
821,Luton,8216007,134807,Bury Park Educational Institute (Al - Hikmah Secondary School),Independent,,MIXED,14
821,Luton,8216905,135337,Barnfield West Academy Luton,Academy sponsor led,COMP,MIXED,43
821,Luton,8216906,135338,Barnfield South Academy Luton,Academy sponsor led,COMP,MIXED,22
821,Luton,8216907,139237,Barnfield Business and Enterprise Studio,Free school –studio school,COMP,MIXED,5
822,Bedford,8224064,109665,Hastingsbury Business & Enterprise College,Foundation school,COMP,MIXED,62
822,Bedford,8224124,109690,Biddenham Upper School and Sports College,Foundation school,COMP,MIXED,118
822,Bedford,8226002,109718,Bedford School,Independent,,BOYS,146
822,Bedford,8226012,109727,Bedford Girls' School,Independent,,GIRLS,91
822,Bedford,8226011,109728,Bedford Modern School,Independent,,MIXED,150
822,Bedford,8228000,130597,Bedford College,General Further Education College,NA,MIXED,832
822,Bedford,8226905,136085,Bedford Academy,Academy sponsor led,COMP,MIXED,77
822,Bedford,8225402,136470,Sharnbrook Upper School,Academy - converter mainstream,COMP,MIXED,302
822,Bedford,8225406,137522,Wootton Upper School,Academy - converter mainstream,COMP,MIXED,163
822,Bedford,8224085,139160,Mark Rutherford School,Academy - converter mainstream,COMP,MIXED,106
822,Bedford,8224605,139517,St Thomas More Catholic School,Academy - converter mainstream,COMP,MIXED,86
822,Bedford,8224002,139798,Kimberley 16 - 19 Stem College,Free school – 16-19,NA,MIXED,0
823,Central Bedfordshire,8234078,109669,Sandy Upper School,Foundation school,COMP,MIXED,64
823,Central Bedfordshire,8235401,109705,Manshead School,Voluntary aided school,COMP,MIXED,106
823,Central Bedfordshire,8238003,130598,Central Bedfordshire College,General Further Education College,NA,MIXED,277
823,Central Bedfordshire,8236905,135946,All Saints Academy Dunstable,Academy sponsor led,COMP,MIXED,45
823,Central Bedfordshire,8234003,136559,Redborne Upper School and Community College,Academy - converter mainstream,COMP,MIXED,199
823,Central Bedfordshire,8234096,137169,Vandyke Upper School and Community College,Academy - converter mainstream,COMP,MIXED,98
823,Central Bedfordshire,8234011,137462,Cedars Upper School,Academy - converter mainstream,COMP,MIXED,145
823,Central Bedfordshire,8234005,137886,Stratton Upper School,Academy - converter mainstream,COMP,MIXED,131
823,Central Bedfordshire,8234083,137941,Harlington Upper School,Academy - converter mainstream,COMP,MIXED,173
823,Central Bedfordshire,8234079,137948,Samuel Whitbread Academy,Academy - converter mainstream,COMP,MIXED,188
823,Central Bedfordshire,8234000,138199,Central Bedfordshire UTC,Free school – UTC,COMP,BOYS,16
823,Central Bedfordshire,8234002,138571,Queensbury Academy,Academy sponsor led,COMP,MIXED,91
825,Buckinghamshire,8254004,110484,Buckingham School,Community school,MOD,MIXED,61
825,Buckinghamshire,8254034,110488,The Grange School,Foundation school,MOD,MIXED,61
825,Buckinghamshire,8254042,110490,The Misbourne School,Community school,MOD,MIXED,98
825,Buckinghamshire,8254067,110497,The Mandeville School,Community school,MOD,MIXED,60
825,Buckinghamshire,8254072,110500,Cressex Community School,Foundation school,MOD,GIRLS,10
825,Buckinghamshire,8254094,110508,The Wye Valley School,Community school,MOD,MIXED,36
825,Buckinghamshire,8254701,110516,St Michael's Catholic School,Voluntary aided school,MOD,MIXED,28
825,Buckinghamshire,8255402,110528,Beaconsfield High School,Foundation school,SEL,GIRLS,133
825,Buckinghamshire,8255407,110533,The Cottesloe School,Foundation school,MOD,MIXED,82
825,Buckinghamshire,8256015,110536,Akeley Wood Senior School,Independent,,MIXED,48
825,Buckinghamshire,8256006,110544,St Mary's School,Independent,,GIRLS,18
825,Buckinghamshire,8256017,110545,Pipers Corner School,Independent,,GIRLS,36
