"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Birmingham,136882,Aston Manor Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,18,16,1,1,0
Birmingham,136882,Aston Manor Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,4,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Wandsworth,136883,Chestnut Grove School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,1,Supp,Supp,Supp,Supp
Walsall,136885,Barr Beacon School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,11,6,5,0,0
Walsall,136885,Barr Beacon School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,21,20,1,0,0
Walsall,136885,Barr Beacon School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Walsall,136885,Barr Beacon School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,10,10,0,0,0
Staffordshire,136886,Erasmus Darwin Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,22,20,2,0,0
Staffordshire,136886,Erasmus Darwin Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,4,Supp,Supp,Supp,Supp
Staffordshire,136886,Erasmus Darwin Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,7,7,0,0,0
Staffordshire,136886,Erasmus Darwin Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Wokingham,136891,The Piggott School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,2,Supp,Supp,Supp,Supp
Wokingham,136891,The Piggott School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,14,3,5,3,3
Wirral,136895,The Oldershaw Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
Wirral,136895,The Oldershaw Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp
North Yorkshire,136896,Rossett School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,3,Supp,Supp,Supp,Supp
North Yorkshire,136896,Rossett School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp
Worcestershire,136898,Haybridge High School and Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Blackburn with Darwen,136900,St Wilfrid's Church of England Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),6,2,2,1,1
Cumbria,136902,Keswick School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,10,6,2,2,0
Cumbria,136902,Keswick School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp
Surrey,136906,George Abbot School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,1,1,5,1
Surrey,136906,George Abbot School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Warwickshire,136907,Myton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Warwickshire,136907,Myton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Birmingham,136908,Fairfax,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
Birmingham,136908,Fairfax,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,11,3,6,2,0
Birmingham,136908,Fairfax,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,7,1,4,1,1
Birmingham,136908,Fairfax,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Birmingham,136908,Fairfax,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,4,Supp,Supp,Supp,Supp
Birmingham,136908,Fairfax,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,5,Supp,Supp,Supp,Supp
Wiltshire,136911,Royal Wootton Bassett Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,5,Supp,Supp,Supp,Supp
Devon,136912,Honiton Community College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,2,0,1,3
Devon,136912,Honiton Community College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,2,0,0,4
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,1,Supp,Supp,Supp,Supp
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,8,4,2,2,0
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,12,5,4,1,2
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,3,Supp,Supp,Supp,Supp
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,3,Supp,Supp,Supp,Supp
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,3,Supp,Supp,Supp,Supp
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,22,12,5,4,1
Sutton,136914,Glenthorne High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
East Riding of Yorkshire,136921,Cottingham High School and Sixth Form College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
East Riding of Yorkshire,136921,Cottingham High School and Sixth Form College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,7,0,1,0
East Riding of Yorkshire,136921,Cottingham High School and Sixth Form College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,9,7,1,1,0
East Riding of Yorkshire,136921,Cottingham High School and Sixth Form College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
East Riding of Yorkshire,136921,Cottingham High School and Sixth Form College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,10,8,2,0,0
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,4,1,2,1
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,10,3,5,2,0
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,3,Supp,Supp,Supp,Supp
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,8,2,4,2,0
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,7,0,2,1,4
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Kent,136923,St Augustine Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,1,Supp,Supp,Supp,Supp
Worcestershire,136924,Woodrush Community High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,7,6,0,1,0
Worcestershire,136924,Woodrush Community High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,3,Supp,Supp,Supp,Supp
Worcestershire,136924,Woodrush Community High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp
Worcestershire,136927,Droitwich Spa High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Worcestershire,136927,Droitwich Spa High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,0,1,4,2
Worcestershire,136927,Droitwich Spa High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,10,0,0,6,4
Worcestershire,136927,Droitwich Spa High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,6,2,1,0,3
Worcestershire,136927,Droitwich Spa High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Walsall,136933,Black Country UTC,Free School - University Technical College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Walsall,136933,Black Country UTC,Free School - University Technical College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Walsall,136933,Black Country UTC,Free School - University Technical College,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,5,Supp,Supp,Supp,Supp
Birmingham,136944,Birmingham Ormiston Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,2,Supp,Supp,Supp,Supp
Birmingham,136944,Birmingham Ormiston Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Northamptonshire,136948,Weston Favell Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,3,Supp,Supp,Supp,Supp
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,6,6,0,0,0
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,2,3,1,1
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,6,3,2,1,0
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp
Staffordshire,136959,The Cheadle Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Gloucestershire,136960,Chipping Campden School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,5,0,0,2
Bradford,136962,Feversham College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,10,10,0,0,0
Coventry,136963,Finham Park School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
Buckinghamshire,136964,Great Marlow School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Buckinghamshire,136964,Great Marlow School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Buckinghamshire,136964,Great Marlow School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,8,0,0,0
Suffolk,136969,Kesgrave High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,7,5,1,1,0
Suffolk,136969,Kesgrave High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,10,6,2,2,0
Suffolk,136969,Kesgrave High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Suffolk,136969,Kesgrave High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
County Durham,136971,Park View School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,14,9,4,1,0
County Durham,136971,Park View School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,18,8,4,5,1
County Durham,136971,Park View School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
Cambridgeshire,136974,Sawtry Community College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Northamptonshire,136976,Southfield School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,7,5,1,1,0
Swindon,136980,St Joseph's Catholic College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,12,6,5,1,0
Swindon,136980,St Joseph's Catholic College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,2,2,1,1
Swindon,136980,St Joseph's Catholic College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,4,Supp,Supp,Supp,Supp
Swindon,136980,St Joseph's Catholic College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Gloucestershire,136982,St Peter's Catholic High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,11,2,0,1,8
Gloucestershire,136982,St Peter's Catholic High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,4,Supp,Supp,Supp,Supp
Gloucestershire,136982,St Peter's Catholic High School and Sixth Form Centre,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,0,0,0,6
Warwickshire,136986,The Coleshill School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,10,0,6,1,3
Warwickshire,136986,The Coleshill School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,11,4,1,3,3
Cambridgeshire,136992,Longsands Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,11,0,2,5,4
Cambridgeshire,136992,Longsands Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,16,16,0,0,0
East Riding of Yorkshire,136995,Beverley Grammar School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,8,4,2,2,0
Bournemouth,136996,Bournemouth School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Suffolk,136998,Bungay High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,2,Supp,Supp,Supp,Supp
Bromley,137006,Langley Park School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Hounslow,137009,Rivers Academy West London,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,13,11,2,0,0
Hounslow,137009,Rivers Academy West London,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Hounslow,137009,Rivers Academy West London,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp
Hounslow,137009,Rivers Academy West London,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,10,4,1,2,3
Hounslow,137009,Rivers Academy West London,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,14,5,4,5,0
Wakefield,137011,"Minsthorpe Community College, A Specialist Science College",Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,4,2,4,0
Wakefield,137011,"Minsthorpe Community College, A Specialist Science College",Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp
Wakefield,137011,"Minsthorpe Community College, A Specialist Science College",Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Birmingham,137034,Holyhead School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Birmingham,137034,Holyhead School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Calderdale,137036,Hipperholme and Lightcliffe High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,17,12,2,2,1
Calderdale,137036,Hipperholme and Lightcliffe High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,3,0,4,0
Calderdale,137036,Hipperholme and Lightcliffe High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp
Calderdale,137036,Hipperholme and Lightcliffe High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,9,6,1,2,0
Calderdale,137036,Hipperholme and Lightcliffe High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Calderdale,137036,Hipperholme and Lightcliffe High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,8,4,2,2,0
Essex,137048,Mayflower High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Essex,137048,Mayflower High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Northamptonshire,137049,Montsaye Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,3,4,0,0
Northamptonshire,137049,Montsaye Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,5,1,1,0
Milton Keynes,137052,Ousedale School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,8,0,0,2
Milton Keynes,137052,Ousedale School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,13,7,2,2,2
Milton Keynes,137052,Ousedale School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,8,8,0,0,0
Milton Keynes,137052,Ousedale School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Birmingham,137053,Plantsbrook School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,17,11,4,2,0
Birmingham,137053,Plantsbrook School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,6,3,0,0
Suffolk,137055,Sir John Leman High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,13,6,3,4,0
Suffolk,137055,Sir John Leman High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,2,0,0,4
Wiltshire,137057,St Laurence School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp
Kingston upon Thames,137060,Tolworth Girls' School & Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,12,0,1,7,4
Leeds,137065,The Co-operative Academy of Leeds,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
Leeds,137065,The Co-operative Academy of Leeds,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,10,2,0,5,3
Leeds,137065,The Co-operative Academy of Leeds,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,23,7,4,7,5
Leeds,137065,The Co-operative Academy of Leeds,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,12,7,2,1,2
Leeds,137065,The Co-operative Academy of Leeds,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Doncaster,137066,Ash Hill Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp
Doncaster,137066,Ash Hill Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,2,Supp,Supp,Supp,Supp
Doncaster,137066,Ash Hill Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Doncaster,137066,Ash Hill Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
Doncaster,137066,Ash Hill Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
